Fecha matricula;Periodo;Tipo de hecho;Genero;Nacionalidad;Fecha nacimiento;"Departamento
";Distrito de residencia;Provincia de residencia;Departamendo de residencia;Modalidad;Metodologia;Facultad;Especialidad;Ciclo Relativo
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;5
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;5
2016;1;REGULARES;MASCULINO;Peru;1995;APURIMAC;SAN LUIS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA SANITARIA;3
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;4
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;6
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;7
2016;1;REGULARES;FEMENINO;Peru;1994;HUANCAVELICA;RIMAC;LIMA;LIMA;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA AMBIENTAL;1
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;COMAS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ESTADÍSTICA;1
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;LURIN;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;4
2016;1;REGULARES;MASCULINO;Peru;1994;CAJAMARCA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;4
2016;1;REGULARES;MASCULINO;Peru;1996;SAN MARTIN;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;4
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;LOS OLIVOS;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;QUIMICA;6
2016;1;REGULARES;MASCULINO;Peru;1988;APURIMAC;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA SANITARIA;5
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;5
2016;1;REGULARES;MASCULINO;Peru;1996;HUANUCO;LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLÓGICA, MINERA Y METALÚRGICA;INGENIERIA DE MINAS;2
2016;1;REGULARES;MASCULINO;Peru;1997;JUNIN;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;3
2016;1;REGULARES;FEMENINO;Peru;1993;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;6
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;PACHACAMAC;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;5
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;LOS OLIVOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;4
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;IMPERIAL;CAÑETE;LIMA;Pregrado;Presencial;INGENIERIA GEOLÓGICA, MINERA Y METALÚRGICA;INGENIERIA GEOLÓGICA;4
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;SANTA ANITA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;4
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;VILLA EL SALVADOR;LIMA;LIMA;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA DE HIGIENE Y SEGURIDAD INDUSTRIAL;3
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;4
2016;1;REGULARES;MASCULINO;Peru;1993;CUSCO;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;4
2016;1;REGULARES;MASCULINO;Peru;1998;HUANUCO;AMAZONAS;AMAZONAS;AMAZONAS;Pregrado;Presencial;INGENIERIA DE PETRÓLEO, GAS NATURAL Y PETROQUIMICA;INGENIERIA PETROQUIMICA;3
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;;;AMAZONAS;Pregrado;Presencial;CIENCIAS;INGENIERIA FÍSICA;5
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;LOS OLIVOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;2
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;ICA;ICA;ICA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;2
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;PUENTE PIEDRA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;8
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;6
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;CARABAYLLO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;7
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;CHORRILLOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;1
2016;1;REGULARES;FEMENINO;Peru;1996;LIMA;BREÑA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;3
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA SANITARIA;6
2016;1;REGULARES;MASCULINO;Peru;1995;HUANUCO;LLATA;HUAMALIES;HUANUCO;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;3
2016;1;REGULARES;MASCULINO;Peru;1996;HUANUCO;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLÓGICA, MINERA Y METALÚRGICA;INGENIERIA DE MINAS;8
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;LOS OLIVOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;2
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;2
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;FÍSICA;2
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;4
2016;1;REGULARES;MASCULINO;Peru;1997;CALLAO;CARABAYLLO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;3
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;7
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;6
2016;1;REGULARES;FEMENINO;Peru;1993;LIMA;SAN MIGUEL;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;INGENIERIA FÍSICA;3
2016;1;REGULARES;MASCULINO;Peru;1998;LIMA;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;3
2016;1;REGULARES;FEMENINO;Peru;1994;LIMA;LIMA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;7
2016;1;REGULARES;FEMENINO;Peru;1994;LIMA;RIMAC;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;5
2016;1;REGULARES;MASCULINO;Peru;1995;LAMBAYEQUE;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;7
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;3
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLÓGICA, MINERA Y METALÚRGICA;INGENIERIA GEOLÓGICA;3
2016;1;REGULARES;FEMENINO;Peru;1996;LIMA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;2
2016;1;REGULARES;MASCULINO;Peru;1996;CUSCO;SURQUILLO;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;FÍSICA;3
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ESTADÍSTICA;3
2016;1;REGULARES;FEMENINO;Peru;1990;LIMA;CHILCA;CAÑETE;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;3
2016;1;REGULARES;MASCULINO;Peru;1991;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;10
2016;1;PROMOCION;MASCULINO;Peru;1988;LIMA;;;AMAZONAS;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;10
2016;1;REGULARES;MASCULINO;Peru;1995;;;;AMAZONAS;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;3
2016;1;REGULARES;MASCULINO;Peru;1991;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA SANITARIA;10
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;4
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;SAN ANTONIO;HUAROCHIRI;LIMA;Pregrado;Presencial;INGENIERIA GEOLÓGICA, MINERA Y METALÚRGICA;INGENIERIA GEOLÓGICA;3
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLÓGICA, MINERA Y METALÚRGICA;INGENIERIA METALÚRGICA;3
2016;1;REGULARES;FEMENINO;Peru;1995;;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;1
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;AMAZONAS;AMAZONAS;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;1
2016;1;REGULARES;MASCULINO;Peru;1998;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;2
2016;1;REGULARES;MASCULINO;Peru;1996;CALLAO;VENTANILLA;CALLAO;CALLAO;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;1
2016;1;REGULARES;MASCULINO;Peru;1996;HUANCAVELICA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;2
2016;1;REGULARES;MASCULINO;Peru;2000;LIMA;CHORRILLOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA DE PETRÓLEO, GAS NATURAL Y PETROQUIMICA;INGENIERIA PETROQUIMICA;1
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA DE HIGIENE Y SEGURIDAD INDUSTRIAL;2
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;5
2016;1;REGULARES;FEMENINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ESTADÍSTICA;4
2016;1;PROMOCION;MASCULINO;Peru;1987;LIMA;;;AMAZONAS;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;10
2016;1;PROMOCION;MASCULINO;Peru;1990;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;10
2016;1;REGULARES;MASCULINO;Peru;1998;LIMA;COMAS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA DE PETRÓLEO, GAS NATURAL Y PETROQUIMICA;INGENIERIA DE PETRÓLEO Y GAS NATURAL;2
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;3
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;SANTA ANITA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA NAVAL;1
2016;1;PROMOCION;MASCULINO;Peru;1990;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA GEOLÓGICA, MINERA Y METALÚRGICA;INGENIERIA METALÚRGICA;10
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;2
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;2
2016;1;REGULARES;MASCULINO;Peru;1990;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;9
2016;1;REGULARES;MASCULINO;Peru;1977;LIMA;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;10
2016;1;PROMOCION;MASCULINO;Peru;1992;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;10
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA NAVAL;1
2016;1;REGULARES;FEMENINO;Peru;1995;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;3
2016;1;REGULARES;MASCULINO;Peru;1998;LIMA;;;AMAZONAS;Pregrado;Presencial;CIENCIAS;CIENCIA DE LA COMPUTACIÓN;1
2016;1;REGULARES;MASCULINO;Peru;1976;;SAN MIGUEL;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;10
2016;1;REGULARES;MASCULINO;Peru;1985;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;8
2016;1;REGULARES;MASCULINO;Peru;1989;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;10
2016;1;REGULARES;MASCULINO;Peru;1997;HUANUCO;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA;2
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;RIMAC;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;CIENCIA DE LA COMPUTACIÓN;2
2016;1;REGULARES;FEMENINO;Peru;1988;MOQUEGUA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA DE HIGIENE Y SEGURIDAD INDUSTRIAL;3
2016;1;REGULARES;MASCULINO;Peru;1991;PUNO;LIMA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;3
2016;1;REGULARES;MASCULINO;Peru;1989;LIMA;;;AMAZONAS;Pregrado;Presencial;CIENCIAS;CIENCIA DE LA COMPUTACIÓN;1
2016;1;REGULARES;MASCULINO;Peru;1995;CALLAO;CALLAO;CALLAO;CALLAO;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;4
2016;1;REGULARES;MASCULINO;Peru;1977;LIMA;AMAZONAS;AMAZONAS;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;6
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;PACHACAMAC;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;3
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;COMAS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;3
2016;1;REGULARES;MASCULINO;Peru;1989;LIMA;CALLAO;CALLAO;CALLAO;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;5
2016;1;REGULARES;FEMENINO;Peru;1996;LIMA;SANTIAGO DE SURCO;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;2
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;1
2016;1;REGULARES;MASCULINO;Peru;1998;LIMA;PUENTE PIEDRA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;1
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;1
2016;1;REGULARES;MASCULINO;Peru;1996;PASCO;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;1
2016;1;REGULARES;MASCULINO;Peru;1991;HUANCAVELICA;ANCHONGA;ANGARAES;HUANCAVELICA;Pregrado;Presencial;INGENIERIA GEOLÓGICA, MINERA Y METALÚRGICA;INGENIERIA DE MINAS;1
2016;1;REGULARES;FEMENINO;Peru;1995;LIMA;PUEBLO LIBRE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;1
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA DE PETRÓLEO, GAS NATURAL Y PETROQUIMICA;INGENIERIA PETROQUIMICA;1
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ESTADÍSTICA;1
2016;1;REGULARES;MASCULINO;Peru;1994;ANCASH;SANTIAGO DE SURCO;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;MATEMÁTICA;1
2016;1;REGULARES;FEMENINO;Peru;1998;APURIMAC;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;1
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;1
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;SANTA ANITA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;1
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA AMBIENTAL;2
2016;1;REGULARES;FEMENINO;Peru;1998;LIMA;INDEPENDENCIA;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;1
2016;1;REGULARES;MASCULINO;Peru;1999;ANCASH;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;1
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA;1
2016;1;REGULARES;MASCULINO;Peru;1996;ANCASH;PUENTE PIEDRA;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;CIENCIA DE LA COMPUTACIÓN;1
2016;1;REGULARES;MASCULINO;Peru;1994;JUNIN;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;1
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;1
2016;1;REGULARES;MASCULINO;Peru;1996;APURIMAC;ABANCAY;ABANCAY;APURIMAC;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;1
2016;1;REGULARES;MASCULINO;Peru;1999;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA AMBIENTAL;2
2016;1;REGULARES;MASCULINO;Peru;1998;LIMA;AMAZONAS;AMAZONAS;AMAZONAS;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;1
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;1
2016;1;REGULARES;MASCULINO;Bolivia;1997;LIMA;LOS OLIVOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;1
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;1
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;EL AGUSTINO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA DE PETRÓLEO, GAS NATURAL Y PETROQUIMICA;INGENIERIA PETROQUIMICA;1
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;SURQUILLO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;1
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA DE HIGIENE Y SEGURIDAD INDUSTRIAL;1
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;;;AMAZONAS;Pregrado;Presencial;CIENCIAS;FÍSICA;1
2016;1;REGULARES;MASCULINO;;0;;;;;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA SANITARIA;5
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;1
2016;1;REGULARES;FEMENINO;Peru;1995;LAMBAYEQUE;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ESTADÍSTICA;1
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;SAN MIGUEL;LIMA;LIMA;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA DE HIGIENE Y SEGURIDAD INDUSTRIAL;1
2016;1;REGULARES;FEMENINO;Peru;1994;LIMA;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA DE HIGIENE Y SEGURIDAD INDUSTRIAL;1
2016;1;REGULARES;FEMENINO;Peru;1997;LIMA;AMAZONAS;AMAZONAS;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADÍSTICA Y CIENCIAS SOCIALES;INGENIERIA ESTADÍSTICA;1
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;PUENTE PIEDRA;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;INGENIERIA FÍSICA;1
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;2
2016;1;REGULARES;MASCULINO;Peru;1999;LIMA;VILLA EL SALVADOR;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;2
2016;1;REGULARES;MASCULINO;Peru;1998;LIMA;AMAZONAS;AMAZONAS;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;2
